PLAYER,TEAM,GP,W,L,MP,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH, PTS PER TOUCH, ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH, PTS PER PAINT TOUCH,SEASON
Norris Cole,OKLAHOMA CITY THUNDER,13,5,8,9.6,3.3,19.6,6.5,1.7,5.35,5.1,0.169,0.0,0.0,0.1,0.0,0.0,2.0,2017
Okaro White,MIAMI HEAT,35,26,9,13.5,2.8,19.7,8.5,0.5,1.66,0.59,0.142,0.5,0.3,1.4,0.375,0.2,0.64,2017
Omer Asik,NEW ORLEANS PELICANS,31,12,19,15.6,2.7,22.5,10.3,0.5,1.27,0.23,0.122,1.0,0.2,3.8,0.4,0.0,0.661,2017
Omri Casspi,MINNESOTA TIMBERWOLVES,36,12,24,17.8,5.2,31.2,17.8,0.8,1.57,0.57,0.166,0.8,0.2,2.4,0.933,0.857,0.835,2017
Otto Porter Jr.,WASHINGTON WIZARDS,80,48,32,32.6,13.4,40.9,24.0,1.2,1.75,0.67,0.329,1.1,0.2,2.5,1.024,0.278,0.93,2017
P.J. Tucker,TORONTO RAPTORS,79,34,45,27.6,6.7,38.1,23.2,1.1,1.67,0.7,0.176,0.7,0.7,2.4,0.414,0.263,0.711,2017
Pascal Siakam,TORONTO RAPTORS,54,34,20,15.4,4.1,21.1,11.0,0.5,1.35,0.36,0.193,0.9,0.3,2.9,0.522,0.8,0.694,2017
Pat Connaughton,PORTLAND TRAIL BLAZERS,39,18,21,8.1,2.5,10.6,7.4,0.5,2.72,1.97,0.236,0.2,0.1,0.3,0.625,0.0,0.769,2017
Patricio Garino,ORLANDO MAGIC,5,2,3,8.6,0.0,8.2,6.4,0.3,1.93,1.41,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2017
Patrick Beverley,HOUSTON ROCKETS,67,46,21,30.7,9.5,49.7,21.1,3.1,3.73,3.4,0.192,0.6,0.1,1.6,0.286,0.0,0.305,2017
Patrick McCaw,GOLDEN STATE WARRIORS,71,57,14,15.1,4.0,19.0,13.4,0.7,2.19,1.43,0.209,0.3,0.0,0.6,0.7,0.0,0.81,2017
Patrick Patterson,TORONTO RAPTORS,65,42,23,24.6,6.8,37.9,21.1,0.8,1.26,0.33,0.181,0.4,0.1,1.2,0.269,0.25,0.65,2017
Patty Mills,SAN ANTONIO SPURS,80,60,20,21.9,9.5,51.2,21.7,3.4,3.97,4.31,0.185,0.4,0.0,0.4,0.286,0.0,0.765,2017
Pau Gasol,SAN ANTONIO SPURS,63,47,16,25.4,12.5,54.7,32.9,1.5,1.63,0.41,0.229,4.7,4.0,4.4,0.338,0.446,0.874,2017
Paul George,INDIANA PACERS,74,39,35,35.9,23.9,61.8,41.0,3.2,3.15,2.28,0.386,1.9,2.3,1.6,0.518,0.467,0.678,2017
Paul Millsap,ATLANTA HAWKS,69,40,29,34.0,18.1,65.0,45.4,2.3,2.14,1.07,0.278,4.5,6.4,4.7,0.272,0.59,0.635,2017
Paul Pierce,LOS ANGELES CLIPPERS,25,16,9,11.1,3.2,16.7,10.1,0.5,1.86,0.65,0.194,0.1,0.4,0.2,1.0,0.8,0.4,2017
Paul Zipser,CHICAGO BULLS,44,21,23,19.2,5.5,23.1,15.0,0.8,2.01,1.02,0.236,0.3,0.2,0.6,0.8,0.875,0.593,2017
Pierre Jackson,DALLAS MAVERICKS,9,4,5,9.4,3.9,23.4,8.2,2.1,5.43,5.4,0.166,0.0,0.0,0.0,0.0,0.0,0.0,2017
Quincy Acy,,38,11,27,14.7,5.8,23.4,14.3,0.5,1.36,0.38,0.25,0.5,0.4,1.4,0.5,0.765,0.808,2017
Quinn Cook,NEW ORLEANS PELICANS,14,9,5,13.4,5.6,32.4,11.9,2.5,4.7,4.53,0.174,0.0,0.1,0.1,0.0,0.0,0.0,2017
RJ Hunter,CHICAGO BULLS,3,2,1,3.0,0.0,3.0,2.0,0.1,2.66,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
Rajon Rondo,CHICAGO BULLS,69,34,35,26.7,7.8,70.6,26.7,5.3,4.47,4.03,0.11,0.9,0.2,1.3,0.274,0.182,0.315,2017
Rakeem Christmas,INDIANA PACERS,29,14,15,7.6,2.0,6.9,4.6,0.2,1.33,0.3,0.296,1.0,0.1,2.0,0.655,0.5,0.807,2017
Ramon Sessions,,50,23,27,16.2,6.2,34.7,12.7,3.0,5.26,5.03,0.18,0.3,0.0,0.4,0.25,0.0,0.556,2017
Randy Foye,,68,17,51,18.8,5.2,30.3,16.6,1.9,3.74,3.06,0.171,0.1,0.1,0.2,0.0,0.0,0.286,2017
Rashad Vaughn,MILWAUKEE BUCKS,41,18,23,11.2,3.5,11.4,8.1,0.4,2.3,1.59,0.303,0.2,0.0,0.3,0.571,0.0,1.286,2017
Raul Neto,UTAH JAZZ,40,24,16,8.6,2.5,15.7,6.3,1.1,4.33,4.17,0.159,0.1,0.0,0.3,1.4,0.0,1.3,2017
Raymond Felton,LOS ANGELES CLIPPERS,80,50,30,21.2,6.7,42.1,18.8,3.0,4.23,3.78,0.16,0.2,0.1,0.5,0.389,0.0,0.415,2017
Reggie Bullock Jr.,DETROIT PISTONS,31,13,18,15.1,4.5,17.2,12.8,0.4,1.52,0.48,0.264,0.6,0.0,0.9,0.5,0.0,0.724,2017
Reggie Jackson,DETROIT PISTONS,52,23,29,27.4,14.5,66.6,17.6,6.4,5.75,5.69,0.217,0.1,0.1,0.5,0.8,0.667,0.481,2017
Reggie Williams,NEW ORLEANS PELICANS,6,1,5,13.2,4.5,16.0,12.8,0.6,2.08,1.3,0.281,0.0,0.2,0.3,0.0,0.0,1.0,2017
Richard Jefferson,CLEVELAND CAVALIERS,79,50,29,20.4,5.7,22.4,14.3,0.7,1.81,0.53,0.254,0.7,0.2,1.3,0.429,0.154,0.775,2017
Richaun Holmes,PHILADELPHIA 76ERS,57,16,41,20.9,9.8,35.0,25.0,0.8,1.44,0.4,0.28,5.2,0.7,6.1,0.334,0.15,0.848,2017
Ricky Rubio,MINNESOTA TIMBERWOLVES,75,28,47,32.9,11.1,82.4,24.6,7.9,5.75,5.53,0.135,0.6,0.0,0.9,0.255,1.0,0.188,2017
Robert Covington,PHILADELPHIA 76ERS,67,27,40,31.6,12.9,49.6,31.9,1.3,1.56,0.66,0.26,1.0,0.1,2.4,0.477,0.6,0.809,2017
Robin Lopez,CHICAGO BULLS,81,40,41,28.0,10.4,32.8,24.1,0.9,1.56,0.48,0.315,3.8,2.8,7.2,0.44,0.482,0.698,2017
Rodney Hood,UTAH JAZZ,59,40,19,27.0,12.7,38.4,28.4,2.2,3.48,2.53,0.331,0.6,0.4,0.8,0.579,0.538,0.8,2017
Rodney McGruder,MIAMI HEAT,78,40,38,25.2,6.4,26.6,18.3,0.9,2.0,1.29,0.239,0.7,0.1,2.2,0.491,0.333,0.685,2017
Rodney Stuckey,INDIANA PACERS,39,17,22,17.9,7.2,37.0,17.3,2.7,4.39,3.74,0.195,0.4,0.2,0.3,0.588,0.444,1.273,2017
Ron Baker,NEW YORK KNICKS,52,14,38,16.5,4.1,33.7,15.0,2.3,4.04,3.8,0.123,0.5,0.2,0.5,0.593,0.333,0.5,2017
Rondae Hollis-Jefferson,,77,19,58,22.6,8.5,46.6,23.7,1.6,2.1,1.36,0.183,1.4,1.3,3.4,0.635,0.469,0.752,2017
Ronnie Price,,14,4,10,9.6,1.0,17.3,7.9,1.1,3.8,3.32,0.058,0.0,0.0,0.1,0.0,0.0,0.0,2017
Roy Hibbert,DENVER NUGGETS,48,24,24,14.2,4.6,11.5,8.6,0.3,1.46,0.37,0.401,1.0,1.8,3.6,0.326,0.671,0.868,2017
Rudy Gay,SACRAMENTO KINGS,30,11,19,33.8,18.7,57.5,40.7,2.6,2.72,1.58,0.326,2.3,4.4,3.0,0.629,0.705,0.944,2017
Rudy Gobert,UTAH JAZZ,81,51,30,33.9,14.0,58.6,32.8,1.5,1.49,0.3,0.24,5.8,0.8,11.3,0.375,0.333,0.919,2017
Russell Westbrook,OKLAHOMA CITY THUNDER,81,46,35,34.6,31.6,94.8,29.0,9.2,5.83,5.22,0.333,2.0,1.9,2.6,0.595,0.68,0.698,2017
Ryan Anderson,HOUSTON ROCKETS,72,50,22,29.4,13.6,40.2,26.0,1.1,1.57,0.67,0.339,0.4,0.9,2.2,0.355,0.642,0.827,2017
Ryan Kelly,ATLANTA HAWKS,16,6,10,6.9,1.6,11.1,6.7,0.3,1.5,0.48,0.141,0.8,0.4,0.6,0.538,0.0,0.9,2017
Salah Mejri,DALLAS MAVERICKS,72,28,44,12.3,2.9,16.1,7.4,0.4,1.5,0.33,0.181,1.3,0.2,2.9,0.464,1.125,0.731,2017
Sam Dekker,HOUSTON ROCKETS,77,52,25,18.4,6.5,24.8,13.1,0.6,1.55,0.7,0.264,0.4,0.1,2.0,0.645,0.0,0.819,2017
Sasha Vujacic,NEW YORK KNICKS,42,14,28,9.7,3.0,18.0,11.1,0.9,3.02,2.52,0.164,0.2,0.0,0.2,0.556,0.0,0.1,2017
Sean Kilpatrick,,69,14,55,25.1,13.2,44.6,28.1,2.5,3.39,3.01,0.296,0.8,0.2,1.0,0.836,0.636,0.771,2017
Semaj Christon,OKLAHOMA CITY THUNDER,64,36,28,15.2,2.9,32.0,10.9,2.9,5.41,5.11,0.089,0.3,0.0,0.5,0.524,0.0,0.313,2017
Serge Ibaka,TORONTO RAPTORS,79,37,42,30.7,14.8,49.2,30.3,1.3,1.6,0.33,0.302,2.1,3.8,4.5,0.534,0.575,0.863,2017
Sergio Rodriguez,PHILADELPHIA 76ERS,68,24,44,22.3,7.8,64.6,24.6,4.9,4.58,4.77,0.121,0.2,0.0,0.4,0.5,0.0,0.214,2017
Seth Curry,DALLAS MAVERICKS,69,29,40,29.1,12.8,52.1,26.3,4.1,4.71,4.41,0.246,0.4,0.0,0.3,0.2,0.0,0.722,2017
Shabazz Muhammad,MINNESOTA TIMBERWOLVES,78,29,49,19.4,9.9,18.7,15.0,0.7,2.09,1.13,0.528,0.4,1.9,2.7,1.0,0.747,0.9,2017
Shabazz Napier,PORTLAND TRAIL BLAZERS,53,26,27,9.7,4.1,21.0,8.9,1.7,4.9,4.43,0.196,0.2,0.0,0.2,0.0,0.0,0.231,2017
Shaun Livingston,GOLDEN STATE WARRIORS,76,63,13,17.7,5.1,34.7,16.4,2.1,3.59,2.97,0.147,0.9,1.0,1.9,0.549,0.493,0.662,2017
Shawn Long,PHILADELPHIA 76ERS,18,5,13,13.0,8.2,23.8,16.7,0.7,1.72,0.75,0.345,1.7,1.1,4.6,0.71,0.5,0.988,2017
Sheldon Mac,WASHINGTON WIZARDS,30,17,13,9.6,3.0,11.9,8.5,0.5,2.36,1.64,0.251,0.1,0.0,0.4,0.0,0.0,0.417,2017
Shelvin Mack,UTAH JAZZ,55,34,21,21.9,7.8,51.2,21.9,3.9,4.55,4.48,0.153,0.4,0.1,0.8,0.364,0.667,0.465,2017
Skal Labissiere,SACRAMENTO KINGS,33,9,24,18.5,8.8,30.4,18.3,1.0,1.96,0.6,0.288,4.2,3.2,4.0,0.377,0.538,0.788,2017
Solomon Hill,NEW ORLEANS PELICANS,80,34,46,29.7,7.0,34.8,20.4,1.3,2.18,1.39,0.202,0.3,0.1,1.1,0.24,0.273,0.7,2017
Spencer Dinwiddie,,58,13,45,22.6,7.2,43.6,17.2,3.2,4.43,3.84,0.165,0.3,0.1,0.4,0.313,0.375,0.435,2017
Spencer Hawes,MILWAUKEE BUCKS,54,27,27,14.8,6.2,24.6,18.4,0.7,1.77,0.7,0.254,1.9,1.3,3.0,0.49,0.551,1.025,2017
Stanley Johnson,DETROIT PISTONS,77,35,42,17.8,4.4,24.4,15.3,1.0,2.58,1.52,0.181,0.3,0.1,0.5,0.095,0.222,0.462,2017
Stephen Curry,GOLDEN STATE WARRIORS,79,65,14,33.4,25.3,78.2,32.9,5.3,4.06,3.83,0.324,1.4,0.3,2.2,0.564,0.391,0.686,2017
Stephen Zimmerman,ORLANDO MAGIC,19,8,11,5.7,1.2,9.8,4.9,0.3,1.6,0.35,0.124,0.9,0.5,1.2,0.353,0.6,0.409,2017
Steve Novak,MILWAUKEE BUCKS,8,6,2,2.7,0.6,2.4,1.4,0.1,1.29,0.37,0.263,0.0,0.0,0.0,0.0,0.0,0.0,2017
Steven Adams,OKLAHOMA CITY THUNDER,80,47,33,29.9,11.3,35.8,23.0,1.0,1.62,0.5,0.316,4.6,4.4,10.5,0.507,0.467,0.721,2017
T.J. McConnell,PHILADELPHIA 76ERS,81,27,54,26.3,6.9,80.0,30.5,5.7,4.24,4.17,0.086,0.4,0.1,1.1,0.323,0.0,0.435,2017
T.J. Warren,,64,19,45,31.2,14.5,40.9,30.3,1.4,2.07,1.21,0.356,2.1,0.4,3.1,0.837,0.5,1.1,2017
Taj Gibson,OKLAHOMA CITY THUNDER,78,41,37,25.5,10.8,49.6,27.5,1.3,1.59,0.46,0.219,3.2,4.6,5.6,0.514,0.609,0.797,2017
Tarik Black,LOS ANGELES LAKERS,67,24,43,16.3,5.7,26.1,14.0,0.7,1.55,0.36,0.219,2.0,1.2,5.6,0.387,0.524,0.731,2017
Taurean Prince,ATLANTA HAWKS,59,28,31,16.6,5.7,20.8,14.8,0.8,2.25,1.32,0.272,0.3,0.1,0.8,0.85,0.333,0.766,2017
Terrence Jones,MILWAUKEE BUCKS,54,20,34,23.5,10.8,38.6,23.1,1.3,2.03,0.96,0.28,1.9,2.1,3.1,0.515,0.522,0.994,2017
Terrence Ross,ORLANDO MAGIC,77,38,39,25.1,11.1,28.0,19.1,1.0,2.1,1.39,0.396,0.4,0.1,0.4,0.625,1.2,0.571,2017
Terry Rozier,BOSTON CELTICS,74,47,27,17.1,5.5,37.3,15.5,2.6,4.2,4.09,0.149,0.3,0.0,0.7,0.5,0.0,0.42,2017
Thabo Sefolosha,ATLANTA HAWKS,62,32,30,25.7,7.2,37.6,24.2,1.4,2.23,1.31,0.191,1.1,0.3,2.2,0.478,0.25,0.679,2017
Thaddeus Young,INDIANA PACERS,73,40,33,30.3,11.1,50.9,26.5,1.4,1.64,0.55,0.218,3.4,2.1,5.7,0.4,0.48,0.877,2017
Thomas Robinson,LOS ANGELES LAKERS,48,15,33,11.7,5.0,23.0,11.8,0.7,1.94,0.87,0.218,1.5,0.6,2.9,0.543,0.286,0.672,2017
Thon Maker,MILWAUKEE BUCKS,57,31,26,9.9,4.0,15.5,7.5,0.4,1.53,0.33,0.257,1.0,0.2,1.8,0.276,0.538,0.713,2017
Tiago Splitter,PHILADELPHIA 76ERS,8,1,7,9.5,4.9,18.3,13.5,0.5,1.67,0.6,0.267,1.6,1.5,3.4,0.231,0.5,0.741,2017
Tim Frazier,NEW ORLEANS PELICANS,65,26,39,23.5,7.1,57.2,21.5,4.4,4.64,4.34,0.125,0.4,0.1,1.1,0.345,0.333,0.464,2017
Tim Hardaway Jr.,ATLANTA HAWKS,79,42,37,27.3,14.5,40.7,27.1,1.7,2.55,1.87,0.355,0.6,0.2,1.2,0.587,0.333,0.806,2017
Tim Quarterman,PORTLAND TRAIL BLAZERS,16,6,10,5.0,1.9,8.8,4.6,0.6,4.38,3.99,0.221,0.1,0.0,0.2,2.0,0.0,1.333,2017
Timofey Mozgov,LOS ANGELES LAKERS,54,16,38,20.4,7.4,28.2,18.6,0.8,1.7,0.4,0.264,2.9,2.2,5.6,0.487,0.408,0.626,2017
Timothe Luwawu-Cabarrot,PHILADELPHIA 76ERS,69,23,46,17.2,6.4,23.2,15.8,0.8,1.94,1.27,0.278,0.4,0.0,1.0,0.88,0.0,0.735,2017
Tobias Harris,DETROIT PISTONS,82,37,45,31.3,16.1,57.2,31.9,2.0,2.15,1.0,0.282,1.5,1.8,1.5,0.756,0.642,1.063,2017
Tomas Satoransky,WASHINGTON WIZARDS,57,33,24,12.6,2.7,20.6,10.0,1.4,4.05,3.71,0.131,0.2,0.1,0.7,0.4,1.667,0.395,2017
Toney Douglas,MEMPHIS GRIZZLIES,24,15,9,16.4,4.9,38.3,13.0,3.6,5.71,6.1,0.127,0.5,0.0,0.8,0.917,0.0,0.833,2017
Tony Allen,MEMPHIS GRIZZLIES,71,36,35,27.0,9.1,35.6,21.1,1.7,2.95,2.24,0.255,1.0,0.3,4.8,0.623,0.522,0.775,2017
Tony Parker,SAN ANTONIO SPURS,62,46,16,25.1,10.1,60.2,22.1,5.4,5.37,5.68,0.167,0.5,0.0,0.4,0.333,0.0,0.222,2017
Tony Snell,MILWAUKEE BUCKS,80,42,38,29.2,8.5,26.8,18.7,0.8,1.78,1.04,0.319,0.4,0.1,0.5,0.345,0.429,0.816,2017
Treveon Graham,,27,10,17,7.0,2.1,7.4,5.1,0.3,2.13,1.28,0.286,0.1,0.1,0.2,0.667,0.333,0.333,2017
Trevor Ariza,HOUSTON ROCKETS,80,53,27,34.7,11.7,44.0,28.7,1.3,1.79,0.87,0.266,0.8,0.2,1.3,0.841,0.143,0.757,2017
Trevor Booker,,70,18,52,24.8,10.0,58.1,30.7,1.9,1.93,1.0,0.172,2.4,3.0,4.3,0.494,0.405,0.698,2017
Trey Burke,WASHINGTON WIZARDS,57,35,22,12.3,5.0,26.6,11.0,2.2,4.94,4.98,0.188,0.4,0.0,0.2,0.2,0.0,0.8,2017
Trey Lyles,UTAH JAZZ,71,43,28,16.3,6.2,32.2,20.9,1.0,1.86,0.75,0.192,0.7,1.0,0.9,0.34,0.211,0.734,2017
Tristan Thompson,CLEVELAND CAVALIERS,78,50,28,30.0,8.1,38.3,19.1,1.0,1.53,0.43,0.211,3.7,0.2,7.5,0.516,0.375,0.731,2017
Troy Daniels,MEMPHIS GRIZZLIES,67,33,34,17.7,8.2,23.2,17.1,0.7,1.86,1.29,0.354,0.6,0.1,0.4,0.189,0.0,0.552,2017
Troy Williams,HOUSTON ROCKETS,30,19,11,18.6,6.2,21.4,14.4,0.7,1.91,1.0,0.288,0.4,0.0,1.3,1.182,2.0,0.75,2017
Ty Lawson,SACRAMENTO KINGS,69,25,44,25.1,9.9,60.8,23.4,5.1,5.01,4.62,0.162,0.4,0.1,0.9,0.385,0.5,0.403,2017
Tyler Ennis,LOS ANGELES LAKERS,53,28,25,11.1,4.3,24.8,10.1,1.8,4.3,3.85,0.173,0.2,0.0,0.2,0.667,0.0,0.615,2017
Tyler Johnson,MIAMI HEAT,73,35,38,29.8,13.7,56.8,31.4,3.2,3.42,3.07,0.242,1.1,0.1,1.3,0.427,0.167,0.731,2017
Tyler Ulis,,59,14,45,18.7,7.4,44.5,15.7,3.6,4.85,5.22,0.166,0.3,0.0,0.2,0.118,0.5,0.7,2017
Tyler Zeller,BOSTON CELTICS,51,32,19,10.3,3.5,15.7,11.3,0.4,1.52,0.45,0.223,1.3,0.5,2.5,0.441,0.192,0.724,2017
Tyreke Evans,SACRAMENTO KINGS,40,17,23,19.7,10.3,44.1,21.2,3.4,4.63,4.17,0.233,0.4,0.6,0.7,0.471,0.273,0.714,2017
Tyson Chandler,,45,14,31,27.3,8.3,39.6,18.6,0.9,1.38,0.3,0.21,2.9,1.0,7.9,0.333,0.043,0.89,2017
Tyus Jones,MINNESOTA TIMBERWOLVES,60,23,37,12.9,3.5,25.7,10.5,2.0,4.64,4.16,0.136,0.1,0.0,0.3,0.286,0.0,0.737,2017
Udonis Haslem,MIAMI HEAT,16,6,10,8.1,1.9,9.3,6.1,0.3,1.71,0.59,0.209,1.1,0.4,1.6,0.333,0.0,0.84,2017
Victor Oladipo,OKLAHOMA CITY THUNDER,67,39,28,33.2,15.9,46.3,29.4,2.4,3.06,2.5,0.344,1.0,0.3,1.6,0.507,0.476,0.981,2017
Vince Carter,MEMPHIS GRIZZLIES,73,36,37,24.7,8.0,34.5,23.7,1.3,2.18,1.12,0.233,0.9,1.0,1.0,0.319,0.542,0.568,2017
Wade Baldwin IV,MEMPHIS GRIZZLIES,33,18,15,12.3,3.2,27.7,8.7,2.6,5.59,5.2,0.116,0.4,0.1,0.4,0.308,0.0,0.308,2017
Wayne Ellington,MIAMI HEAT,62,35,27,24.2,10.5,27.4,21.5,0.8,1.71,0.85,0.381,0.5,0.0,0.3,0.276,1.0,0.526,2017
Wayne Selden,MEMPHIS GRIZZLIES,14,6,8,16.9,5.1,17.7,13.4,0.7,2.3,1.66,0.286,0.8,0.0,0.3,0.182,0.0,0.75,2017
Wesley Johnson,LOS ANGELES CLIPPERS,68,40,28,11.9,2.7,18.1,8.8,0.4,1.42,0.4,0.151,0.2,0.1,0.5,0.4,0.0,0.667,2017
Wesley Matthews,DALLAS MAVERICKS,72,28,44,34.1,13.4,50.3,36.1,2.1,2.48,1.52,0.268,0.9,2.5,0.7,0.371,0.345,0.811,2017
Will Barton,DENVER NUGGETS,59,30,29,28.5,13.7,45.8,28.2,2.7,3.55,2.95,0.3,0.7,0.2,1.5,0.7,0.417,0.824,2017
Willie Cauley-Stein,SACRAMENTO KINGS,75,29,46,18.9,8.1,27.4,16.8,0.9,1.89,0.64,0.298,4.7,2.1,5.3,0.42,0.361,0.864,2017
Willie Reed,MIAMI HEAT,71,39,32,14.5,5.3,14.4,10.2,0.4,1.52,0.57,0.365,1.8,1.2,4.1,0.5,0.265,0.911,2017
Willy Hernangomez,NEW YORK KNICKS,72,27,45,18.4,8.2,38.6,21.2,1.0,1.56,0.34,0.211,3.8,2.6,5.6,0.462,0.267,0.815,2017
Wilson Chandler,DENVER NUGGETS,70,34,36,30.9,15.7,48.4,31.0,2.0,2.46,1.53,0.323,0.9,1.5,3.1,0.59,0.552,0.86,2017
Yogi Ferrell,DALLAS MAVERICKS,46,18,28,26.0,10.0,56.9,21.2,5.0,5.3,5.3,0.177,0.5,0.1,0.5,0.455,0.6,0.783,2017
Zach LaVine,MINNESOTA TIMBERWOLVES,47,16,31,37.2,18.9,57.9,40.8,3.0,3.1,2.24,0.327,0.8,0.0,0.9,1.083,0.0,0.786,2017
Zach Randolph,MEMPHIS GRIZZLIES,73,38,35,24.5,14.1,45.5,31.2,1.6,2.16,0.83,0.309,3.3,8.9,5.8,0.342,0.521,0.981,2017
Zaza Pachulia,GOLDEN STATE WARRIORS,70,58,12,18.1,6.1,30.3,17.9,0.8,1.57,0.48,0.201,2.8,2.0,5.1,0.362,0.259,0.635,2017
Aaron Gordon,ORLANDO MAGIC,58,19,39,32.9,17.6,59.9,31.8,2.4,2.44,1.65,0.294,1.8,2.3,3.9,0.673,0.458,0.974,2018
Aaron Harrison,DALLAS MAVERICKS,9,2,7,25.9,6.7,29.2,17.7,1.1,2.35,1.63,0.228,1.0,0.0,0.3,0.0,0.0,1.333,2018
Aaron Jackson,HOUSTON ROCKETS,1,0,1,34.5,8.0,62.0,24.0,4.8,4.65,4.06,0.129,1.0,0.0,4.0,0.0,0.0,0.5,2018
Abdel Nader,BOSTON CELTICS,47,32,15,11.1,3.1,13.3,9.9,0.5,2.31,1.46,0.233,0.1,0.1,0.5,0.0,1.0,0.455,2018
Adreian Payne,ORLANDO MAGIC,5,0,5,8.5,4.2,12.4,6.8,0.4,1.77,0.68,0.339,1.0,0.6,1.0,0.2,0.667,1.0,2018
Al Horford,BOSTON CELTICS,69,44,25,31.5,12.8,63.5,40.0,2.3,2.2,1.06,0.201,3.1,5.2,3.8,0.409,0.478,0.693,2018
Al Jefferson,INDIANA PACERS,36,17,19,13.4,7.0,26.7,15.9,0.8,1.76,0.42,0.262,2.4,3.8,2.0,0.424,0.765,0.877,2018
Al-Farouq Aminu,PORTLAND TRAIL BLAZERS,69,40,29,30.0,9.3,36.0,19.2,1.2,1.97,1.0,0.259,0.9,0.2,2.1,0.234,0.154,0.635,2018
Alan Williams,,5,1,4,14.1,4.0,23.4,15.6,0.6,1.66,0.54,0.171,5.0,2.2,2.8,0.16,0.0,0.643,2018
Alec Burks,UTAH JAZZ,64,37,27,16.5,7.7,25.9,17.1,1.3,3.0,2.5,0.298,0.4,0.0,0.5,0.87,0.0,1.182,2018
Alec Peters,,20,2,18,11.2,4.1,16.5,10.3,0.4,1.38,0.34,0.249,0.6,0.2,1.1,0.333,0.667,0.81,2018
Alex Abrines,OKLAHOMA CITY THUNDER,73,42,31,15.1,4.8,15.0,9.5,0.5,1.92,1.14,0.318,0.2,0.0,0.4,0.667,0.0,0.667,2018
Alex Caruso,LOS ANGELES LAKERS,37,16,21,15.2,3.6,29.5,10.5,2.1,4.26,3.7,0.123,0.3,0.0,0.6,0.333,0.0,0.917,2018
Alex Len,,69,20,49,20.2,8.5,32.1,19.0,0.8,1.47,0.35,0.265,4.0,1.8,6.3,0.373,0.402,0.873,2018
Alex Poythress,INDIANA PACERS,25,10,15,4.2,1.0,5.1,2.9,0.1,1.56,0.63,0.203,0.1,0.0,0.7,0.667,0.0,0.588,2018
Alfonzo McKinnie,TORONTO RAPTORS,14,13,1,3.8,1.5,4.6,2.9,0.1,1.84,0.95,0.328,0.0,0.0,0.1,0.0,0.0,2.0,2018
Allen Crabbe,,73,24,49,29.2,13.2,43.2,32.3,1.2,1.67,0.79,0.305,0.5,0.0,0.7,0.794,0.0,0.588,2018
Amir Johnson,PHILADELPHIA 76ERS,74,47,27,15.8,4.6,26.9,18.8,0.6,1.38,0.46,0.172,4.0,0.5,4.4,0.158,0.231,0.666,2018
Andre Drummond,DETROIT PISTONS,78,37,41,33.7,15.0,52.3,39.1,1.8,2.07,0.82,0.287,5.4,3.4,11.7,0.278,0.479,0.942,2018
Andre Iguodala,GOLDEN STATE WARRIORS,64,46,18,25.4,6.0,44.3,23.4,2.3,3.05,2.01,0.135,1.2,1.0,1.8,0.284,0.266,0.707,2018
Andre Ingram,LOS ANGELES LAKERS,2,1,1,32.1,12.0,34.0,25.0,0.9,1.57,1.13,0.353,0.0,0.5,0.5,0.0,0.0,0.0,2018
Andre Roberson,OKLAHOMA CITY THUNDER,37,24,13,26.6,4.9,24.5,14.3,0.5,1.28,0.41,0.2,0.9,0.0,3.9,0.515,0.0,0.66,2018
Andrew Bogut,LOS ANGELES LAKERS,24,7,17,9.0,1.5,15.1,8.2,0.4,1.69,0.53,0.099,1.3,0.3,2.0,0.188,0.0,0.75,2018
Andrew Harrison,MEMPHIS GRIZZLIES,56,17,39,23.7,9.5,54.4,25.1,4.3,4.77,4.36,0.175,0.5,0.0,0.4,0.556,1.0,0.143,2018
Andrew White III,ATLANTA HAWKS,15,1,14,13.9,4.6,15.3,11.3,0.5,1.81,1.02,0.3,0.3,0.0,0.4,0.4,0.0,0.667,2018
Andrew Wiggins,MINNESOTA TIMBERWOLVES,82,47,35,36.3,17.7,42.5,31.7,2.1,2.9,1.95,0.416,0.5,2.5,2.3,0.636,0.665,1.122,2018
Ante Zizic,CLEVELAND CAVALIERS,32,21,11,6.7,3.7,8.7,4.8,0.2,1.7,0.48,0.427,1.0,0.9,2.3,0.419,0.571,1.123,2018
Anthony Brown,MINNESOTA TIMBERWOLVES,1,0,1,3.7,3.0,5.0,2.0,0.2,2.32,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2018
Anthony Davis,NEW ORLEANS PELICANS,75,45,30,36.4,28.1,71.7,43.9,2.3,1.93,0.85,0.392,4.4,6.4,10.1,0.681,0.614,1.153,2018
Anthony Tolliver,DETROIT PISTONS,79,37,42,22.2,8.9,46.1,20.4,1.0,1.34,0.28,0.193,0.7,0.1,1.0,0.107,0.667,0.772,2018
Antonio Blakeney,CHICAGO BULLS,19,3,16,16.5,7.9,18.4,14.8,0.8,2.73,2.2,0.431,0.2,0.0,0.4,0.0,0.0,1.143,2018
